msgTime,roundNum,role,clkTime,outcome,numOutcome,source,workerid_uniq,gameid,contents,numCleanChars,numRawChars,numCleanWords,numRawWords,condition,clickStatus,clickColH,clickColL,clickColS,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColL,alt1ColS,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColL,alt2ColS,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff
,1,speaker,,true,1,1,20016,10342,light green,11,11,2,2,split,target,135,50,56,1,2,distr1,123,50,45,2,1,distr2,258,50,66,3,3,12.196640418715011,68.95854853873962,66.49808888884516
,1,speaker,,true,1,1,20016,10343,grey blue,9,9,2,2,close,target,206,50,18,1,2,distr1,95,50,19,2,3,distr2,77,50,1,3,1,19.09668231034568,13.069422888193747,11.152582358520384
,1,speaker,,true,1,1,20016,10344,dark blue,9,9,2,2,far,target,226,50,67,1,2,distr1,168,50,6,2,1,distr2,286,50,80,3,3,61.22459922899808,75.15634324551974,54.61589654952545
,1,speaker,,true,1,1,20016,10345,light brown,11,11,2,2,far,target,26,50,25,1,1,distr1,230,50,43,2,3,distr2,178,50,78,3,2,52.517205718837864,80.9746288291235,51.650866058101556
,1,speaker,,true,1,1,20016,10346,faded red,9,9,2,2,close,target,292,50,12,1,1,distr1,239,50,10,2,3,distr2,158,50,17,3,2,11.2434000650878,19.625187898342592,11.251099078106911
,1,speaker,,true,1,1,20016,10347,faded brown,11,11,2,2,split,target,186,50,1,1,2,distr1,337,50,21,2,1,distr2,157,50,77,3,3,13.530974852620275,70.30111751415686,79.85581095143522
,1,speaker,,true,1,1,20016,10348,bright pink,11,11,2,2,far,target,298,50,54,1,1,distr1,254,50,80,2,3,distr2,207,50,44,3,2,54.84011836940164,59.48937652829113,38.704679967426465
,1,speaker,,true,1,1,20013,10349,tan,3,3,1,1,far,target,47,50,83,1,2,distr1,289,50,70,2,3,distr2,218,50,37,3,1,79.73647497593132,77.32261058062,55.28737886816149
,1,speaker,,true,1,1,20013,10350,purple,6,6,1,1,far,target,295,50,39,1,3,distr1,6,50,40,2,1,distr2,163,50,76,3,2,28.020784682829284,87.33660573554295,83.26943104785798
,1,speaker,,true,1,1,20013,10351,gray,4,4,1,1,far,target,300,50,6,1,2,distr1,22,50,44,2,1,distr2,9,50,82,3,3,25.20545001977893,42.22479945576422,21.117643576550925
,1,speaker,,true,1,1,20013,10352,purple,6,6,1,1,far,target,299,50,20,1,3,distr1,27,50,47,2,2,distr2,207,50,58,3,1,31.307612217149877,55.362965702518174,72.06613162882469
,1,speaker,,true,1,1,20013,10353,purplish gray,13,13,2,2,split,target,350,50,7,1,3,distr1,34,50,30,2,2,distr2,228,50,45,3,1,16.94470338495353,42.40819615983895,57.845212190617936
,1,speaker,,true,1,1,20013,10354,light green,11,11,2,2,split,target,66,50,63,1,2,distr1,59,50,38,2,3,distr2,245,50,19,3,1,11.742166772606964,55.951548984558706,44.50862574364624
,1,speaker,,true,1,1,20013,10355,olive green,11,11,2,2,far,target,85,50,45,1,1,distr1,200,50,28,2,3,distr2,153,50,76,3,2,38.451772351391796,71.85996494577934,57.1410039182601
,1,speaker,,true,1,1,20013,10356,gray,4,4,1,1,far,target,193,50,3,1,2,distr1,208,50,52,2,3,distr2,155,50,83,3,1,40.494460868945886,78.37463684332864,45.96683185346898
,1,speaker,,true,1,1,20013,10357,blue,4,4,1,1,far,target,219,50,51,1,2,distr1,52,50,28,2,1,distr2,127,50,70,3,3,62.1563586510787,55.761323107784435,72.69456562482637
,1,speaker,,true,1,1,20016,10358,light green,11,11,2,2,split,target,75,50,46,1,2,distr1,23,50,38,2,3,distr2,238,50,89,3,1,16.115455664008188,119.98232599152723,112.90813084772572
,1,speaker,,true,1,1,20016,10359,pink,4,4,1,1,split,target,323,50,62,1,1,distr1,347,50,74,2,2,distr2,100,50,26,3,3,13.544344015841867,56.2927001750968,51.88107214856235
,1,speaker,,true,1,1,20016,10360,light brown,11,11,2,2,close,target,35,50,23,1,1,distr1,52,50,34,2,3,distr2,36,50,9,3,2,10.242084993891268,9.141094254480755,18.94071745123053
,1,speaker,,true,1,1,20016,10361,light blue,10,10,2,2,split,target,187,50,87,1,1,distr1,202,50,90,2,3,distr2,141,50,80,3,2,12.028615934396461,30.69170440311025,41.55502724949631
,1,speaker,,true,1,1,20016,10362,dirty yellow,12,12,2,2,close,target,62,50,27,1,2,distr1,86,50,6,2,1,distr2,11,50,8,3,3,17.79406859788398,17.39468322889781,5.111836448523971
,1,speaker,,true,1,1,20016,10363,light brown,11,11,2,2,far,target,36,50,28,1,3,distr1,159,50,39,2,2,distr2,200,50,84,3,1,42.35387134737846,91.79533452716976,60.91448560173893
,1,speaker,,true,1,1,20016,10364,light blue,10,10,2,2,far,target,182,50,27,1,3,distr1,357,50,59,2,2,distr2,119,50,44,3,1,48.333418936302,29.03958512632547,62.66017887874215
,1,speaker,,true,1,1,20031,10365,muted brown,11,11,2,2,close,target,17,50,11,1,2,distr1,77,50,29,2,1,distr2,133,50,14,3,3,14.929636292114461,15.768444861522724,18.938116920161807
,1,speaker,,true,1,1,20031,10366,grey-ish green,14,14,2,2,close,target,62,50,6,1,1,distr1,96,50,16,2,2,distr2,327,50,13,3,3,7.941098386605263,9.538085115664924,17.26037945284077
,1,speaker,,true,1,1,20031,10367,lime green,10,10,2,2,far,target,72,50,54,1,3,distr1,340,50,79,2,1,distr2,202,50,38,3,2,58.383660613125926,56.52444806182207,64.89245009621389
,1,speaker,,true,1,1,20031,10368,dusky purple,12,12,2,2,close,target,281,50,14,1,2,distr1,19,50,6,2,1,distr2,218,50,11,3,3,10.27830874081594,10.895978578394738,11.780799654990506
,1,speaker,,true,1,1,20031,10369,grayish blue,12,12,2,2,close,target,236,50,9,1,1,distr1,66,50,11,2,2,distr2,38,50,2,3,3,16.13264044124615,9.118953321073343,7.147853846606762
,1,speaker,,true,1,1,20031,10370,muted red,9,9,2,2,close,target,5,50,48,1,3,distr1,357,50,48,2,2,distr2,349,50,31,3,1,5.717329750414508,12.043133859886892,9.640674055498279
,1,speaker,,true,1,1,20031,10371,purple,6,6,1,1,split,target,268,50,18,1,1,distr1,308,50,12,2,3,distr2,320,50,53,3,2,8.871463139311613,30.209431226977863,27.32962973608313
,1,speaker,,true,1,1,20031,10372,brown,5,5,1,1,far,target,356,50,9,1,3,distr1,123,50,69,2,2,distr2,188,50,51,3,1,70.6248769353496,44.51823485318841,43.601366314331855
,1,speaker,,true,1,1,20031,10373,gray,4,4,1,1,close,target,278,50,3,1,2,distr1,327,50,20,2,1,distr2,132,50,6,3,3,11.996496698133962,6.415123955652457,18.04038102705077
,1,speaker,,true,1,1,20031,10374,army green,10,10,2,2,far,target,92,50,19,1,1,distr1,340,50,66,2,2,distr2,2,50,34,3,3,45.729325719001366,22.059045987774358,25.127289001836964
,1,speaker,,true,1,1,20032,10375,grey,4,4,1,1,split,target,81,50,7,1,3,distr1,49,50,19,2,1,distr2,60,50,43,3,2,10.632005691511466,28.03972198668621,17.903327664955288
,1,speaker,,true,1,1,20032,10376,gray,4,4,1,1,split,target,95,50,14,1,1,distr1,49,50,29,2,3,distr2,156,50,66,3,2,17.680250690888414,54.4595280922645,67.5779231886671
,1,speaker,,true,1,1,20032,10377,light purple,12,12,2,2,far,target,287,50,62,1,3,distr1,184,50,35,2,1,distr2,23,50,61,3,2,56.92799309252862,55.88989659840322,56.497888305605656
,1,speaker,,true,1,1,20032,10378,gray,4,4,1,1,close,target,354,50,2,1,2,distr1,232,50,18,2,1,distr2,112,50,10,3,3,16.029728826036827,8.506145612614157,17.656463552710335
,1,speaker,,true,1,1,20032,10379,yellow,6,6,1,1,far,target,55,50,79,1,1,distr1,191,50,56,2,3,distr2,279,50,31,3,2,84.01173145741856,63.825756763145606,51.71594174029296
,1,speaker,,true,1,1,20033,10380,gray blue,9,9,2,2,split,target,210,50,25,1,2,distr1,162,50,15,2,1,distr2,301,50,26,3,3,12.402571283037508,31.52898665220325,30.239783200515628
,1,speaker,,true,1,1,20033,10381,blue gray,9,9,2,2,close,target,216,50,19,1,1,distr1,218,50,5,2,3,distr2,263,50,23,3,2,10.538872377610334,12.204091280643064,12.930615085431347
,1,speaker,,true,1,1,20033,10382,purplish blue,13,13,2,2,far,target,231,50,39,1,3,distr1,80,50,20,2,1,distr2,326,50,80,3,2,45.42137995085306,63.16706448843203,59.26946604060369
,1,speaker,,true,1,1,20033,10383,true red,8,8,2,2,far,target,355,50,61,1,2,distr1,35,50,88,2,1,distr2,318,50,18,3,3,37.92056243676307,23.33629202495355,51.13258785940028
,1,speaker,,true,1,1,20033,10384,grayish green,13,13,2,2,close,target,148,50,5,1,2,distr1,275,50,8,2,1,distr2,120,50,13,3,3,7.818382788039763,8.228136086651451,15.934313414925894
,1,speaker,,true,1,1,20033,10385,brown,5,5,1,1,split,target,7,50,12,1,1,distr1,315,50,23,2,2,distr2,305,50,37,3,3,13.704367284599158,26.01220675637097,12.43045403289433
,1,speaker,,true,1,1,20033,10386,pinkish brown,13,13,2,2,far,target,15,50,26,1,1,distr1,129,50,13,2,3,distr2,35,50,54,3,2,22.312488594766588,20.43695592836217,37.04332224149221
,1,speaker,,true,1,1,20033,10387,light reddish purple,20,20,3,3,close,target,326,50,13,1,2,distr1,237,50,11,2,1,distr2,99,50,18,3,3,14.195788970147591,19.075984043907653,18.083707324724703
,1,speaker,,true,1,1,20033,10388,light reddish purple,20,20,3,3,close,target,332,50,17,1,2,distr1,73,50,1,2,3,distr2,74,50,23,3,1,11.03772191063664,19.430215535614586,14.73489610187356
,1,speaker,,true,1,1,20014,10389,Blueish Gray,12,12,2,2,split,target,195,50,13,1,1,distr1,311,50,0,2,3,distr2,100,50,78,3,2,8.568442261425057,40.04819220541922,40.50076774746615
,1,speaker,,true,1,1,20014,10390,Dark Green,10,10,2,2,close,target,171,50,17,1,2,distr1,92,50,2,2,1,distr2,351,50,9,3,3,11.102857208868315,16.632622622323886,5.835944761460812
,1,speaker,,true,1,1,20014,10391,Green,5,5,1,1,close,target,68,50,20,1,1,distr1,6,50,1,2,2,distr2,247,50,6,3,3,14.237823774284456,19.360876011537094,5.15613170737693
,1,speaker,,true,1,1,20014,10392,Blueish Gray,12,12,2,2,split,target,189,50,12,1,1,distr1,123,50,5,2,2,distr2,60,50,76,3,3,6.342762568838309,55.17945656240755,49.11089113028286
,1,speaker,,true,1,1,20014,10393,Green,5,5,1,1,split,target,166,50,36,1,1,distr1,215,50,32,2,3,distr2,250,50,59,3,2,16.223307366980883,42.71365919125503,27.40751515053564
,1,speaker,,true,1,1,20014,10394,Gray,4,4,1,1,close,target,187,50,1,1,1,distr1,345,50,14,2,3,distr2,345,50,25,3,2,9.01042533653205,15.216393422273722,6.266872981711508
,1,speaker,,true,1,1,20014,10395,Neon Blue,9,9,2,2,far,target,240,50,87,1,1,distr1,16,50,47,2,3,distr2,81,50,21,3,2,111.95219127951799,106.78916684100193,21.089121724499762
,1,speaker,,true,1,1,20014,10396,Dark Pink,9,9,2,2,close,target,344,50,24,1,1,distr1,86,50,19,2,2,distr2,47,50,11,3,3,19.999103336536844,12.525894806473696,7.681250186835784
,1,speaker,,true,1,1,20008,10397,purple,6,6,1,1,far,target,278,50,57,1,1,distr1,251,50,91,2,3,distr2,152,50,17,3,2,55.60377747098298,45.0685628055187,68.2089361309654
,1,speaker,,true,1,1,20008,10398,purple,6,6,1,1,split,target,306,50,31,1,2,distr1,315,50,9,2,1,distr2,46,50,53,3,3,17.840641160797325,44.16753499918537,35.58158243048122
,1,speaker,,true,1,1,20008,10399,dark blue,9,9,2,2,far,target,235,50,90,1,1,distr1,171,50,56,2,2,distr2,276,50,86,3,3,64.10765575091892,93.61404532874296,77.64903671862959
,1,speaker,,true,1,1,20008,10400,grey,4,4,1,1,split,target,265,50,8,1,2,distr1,323,50,27,2,3,distr2,327,50,41,3,1,16.555963525704502,24.731643434363125,8.530355560508847
,1,speaker,,true,1,1,20008,10401,purple,6,6,1,1,far,target,324,50,83,1,3,distr1,213,50,68,2,2,distr2,249,50,86,3,1,87.81307054723128,77.42827280398576,34.621150876428324
,1,speaker,,true,1,1,20008,10402,blue,4,4,1,1,split,target,150,50,13,1,1,distr1,85,50,24,2,2,distr2,337,50,71,3,3,14.933296416059106,50.934324550216246,50.494519404487285
,1,speaker,,true,1,1,20008,10403,grey,4,4,1,1,close,target,145,50,5,1,2,distr1,250,50,16,2,1,distr2,142,50,13,3,3,12.714338867764747,6.049188937120342,15.492947700543025
,1,speaker,,true,1,1,20034,10404,purple,6,6,1,1,close,target,255,50,16,1,1,distr1,177,50,26,2,2,distr2,56,50,3,3,3,17.419952220732238,13.815701819779283,19.600631714590968
,1,speaker,,true,1,1,20034,10405,orange,6,6,1,1,split,target,19,50,79,1,2,distr1,42,50,68,2,3,distr2,46,50,29,3,1,11.402392932935266,25.8650468053429,22.402650600055924
,1,speaker,,true,1,1,20034,10406,pinkish purple,14,14,2,2,far,target,324,50,76,1,3,distr1,208,50,72,2,1,distr2,88,50,34,3,2,89.68503680042951,64.91712605788936,73.79818469573074
,1,speaker,,true,1,1,20034,10407,green grey,10,10,2,2,far,target,86,50,22,1,1,distr1,103,50,92,2,3,distr2,111,50,89,3,2,40.42363220368114,58.45181226278671,24.36566247828736
,1,speaker,,true,1,1,20034,10408,grey,4,4,1,1,split,target,125,50,11,1,2,distr1,19,50,15,2,1,distr2,101,50,75,3,3,15.524826443726107,31.716527858602845,41.64576510777655
,1,speaker,,true,1,1,20034,10409,purple pink,11,11,2,2,far,target,315,50,70,1,2,distr1,207,50,29,2,3,distr2,51,50,68,3,1,58.81492265185477,69.05515121095205,63.12168483847386
,1,speaker,,true,1,1,20034,10410,khaki,5,5,1,1,close,target,45,50,24,1,3,distr1,87,50,21,2,2,distr2,16,50,10,3,1,11.701948682206387,12.005618413420748,11.772041990325473
,1,speaker,,true,1,1,20034,10411,purple grey,11,11,2,2,split,target,309,50,9,1,1,distr1,278,50,26,2,3,distr2,290,50,80,3,2,11.873813653259692,47.257357870270866,37.723214141659405
,1,speaker,,true,1,1,20034,10412,blue grey,9,9,2,2,split,target,240,50,6,1,2,distr1,31,50,10,2,1,distr2,357,50,62,3,3,11.788634306221047,35.8241547433007,28.393209201348828
,1,speaker,,true,1,1,20034,10413,light bright green,18,18,3,3,close,target,101,50,82,1,3,distr1,115,50,47,2,1,distr2,101,50,66,3,2,14.427632123349655,6.732005483048457,14.278301262245613
,1,speaker,,true,1,1,20035,10414,Dark Purple,11,11,2,2,split,target,297,50,75,1,3,distr1,302,50,83,2,1,distr2,42,50,13,3,2,6.51828424514222,55.95762388979361,61.28566003728727
,1,speaker,,true,1,1,20035,10415,Medium Green,12,12,2,2,close,target,106,50,29,1,2,distr1,134,50,7,2,3,distr2,161,50,19,3,1,14.855913837433155,14.282506652109019,8.277753295313683
,1,speaker,,true,1,1,20035,10416,Sky Blue,8,8,2,2,far,target,182,50,52,1,3,distr1,259,50,63,2,1,distr2,68,50,1,3,2,48.29492783770525,41.1229634921077,42.55753776545478
,1,speaker,,true,1,1,20035,10417,Orange-Yellow,13,13,1,1,split,target,45,50,88,1,3,distr1,54,50,53,2,2,distr2,225,50,78,3,1,16.624150385789086,116.82605551861737,105.49682585786483
,1,speaker,,true,1,1,20035,10418,Soft Gray,9,9,2,2,far,target,10,50,10,1,3,distr1,130,50,26,2,2,distr2,310,50,79,3,1,25.686636265678548,53.48409481857526,76.07566075296593
,1,speaker,,true,1,1,20035,10419,Ordinary Purple,15,15,2,2,far,target,270,50,35,1,3,distr1,60,50,70,2,2,distr2,162,50,67,3,1,65.51691666338812,65.47116377888543,84.21894572658195
,1,speaker,,true,1,1,20035,10420,Cobalt Blue,11,11,2,2,close,target,232,50,29,1,1,distr1,209,50,11,2,2,distr2,255,50,29,3,3,18.064442551536363,11.058646359694713,15.826956052714358
,1,speaker,,true,1,1,20035,10421,Golden Tan,10,10,2,2,far,target,57,50,36,1,2,distr1,25,50,77,2,1,distr2,171,50,83,3,3,20.643889738606852,90.75793745133223,101.42007965014255
,1,speaker,,true,1,1,20035,10422,Hot Pink,8,8,2,2,far,target,332,50,53,1,2,distr1,195,50,38,2,1,distr2,58,50,64,3,3,54.065379689184894,51.753665150704094,66.03713465867354
,1,speaker,,true,1,1,20035,10423,Light Tan,9,9,2,2,split,target,47,50,36,1,3,distr1,68,50,50,2,1,distr2,324,50,67,3,2,9.290327632577533,50.49015325074118,59.876073429902036
,1,speaker,,true,1,1,20018,10424,dull peach,10,10,2,2,close,target,359,50,9,1,2,distr1,258,50,1,2,3,distr2,125,50,6,3,1,5.670283476722082,9.609341379627157,5.32085169879641
,1,speaker,,true,1,1,20018,10425,light lime,10,10,2,2,split,target,102,50,34,1,1,distr1,122,50,32,2,3,distr2,52,50,75,3,2,13.720296973604615,43.692399214587745,55.550809948189716
,1,speaker,,true,1,1,20018,10426,gray,4,4,1,1,close,target,265,50,1,1,3,distr1,264,50,20,2,1,distr2,99,50,11,3,2,12.516910972476511,7.719047981314051,19.80724276100047
,1,speaker,,true,1,1,20018,10427,dull red,8,8,2,2,split,target,358,50,66,1,3,distr1,357,50,91,2,1,distr2,171,50,57,3,2,17.37314743033893,73.98712908775224,83.33730038633142
,1,speaker,,true,1,1,20018,10428,aqua,4,4,1,1,far,target,177,50,89,1,1,distr1,247,50,75,2,3,distr2,293,50,1,3,2,60.886318015758256,88.11274582613207,64.00235303110097
,1,speaker,,true,1,1,20018,10429,medium purple,13,13,2,2,close,target,287,50,23,1,3,distr1,339,50,23,2,2,distr2,353,50,1,3,1,10.526414561654178,16.2316811911492,13.417862799045944
,1,speaker,,true,1,1,20018,10430,khaki,5,5,1,1,far,target,45,50,11,1,1,distr1,141,50,30,2,3,distr2,58,50,82,3,2,27.13561384045572,43.596511527490456,59.99122079954747
,1,speaker,,true,1,1,20018,10431,medium slate,12,12,2,2,close,target,317,50,5,1,3,distr1,237,50,9,2,1,distr2,246,50,20,3,2,8.989073897844037,16.795706109090563,8.7957254521373
,1,speaker,,true,1,1,20018,10432,medium blue,11,11,2,2,split,target,216,50,52,1,1,distr1,233,50,33,2,3,distr2,264,50,61,3,2,18.32783315278723,39.46779146221337,25.12018154539231
,1,speaker,,true,1,1,20018,10433,grayish blue,12,12,2,2,close,target,224,50,26,1,2,distr1,212,50,44,2,1,distr2,224,50,38,3,3,15.651445346595926,11.108599259475419,7.011547501735432
,1,speaker,,true,1,1,20014,10434,Blue,4,4,1,1,far,target,206,50,36,1,1,distr1,0,50,37,2,3,distr2,224,50,9,3,2,45.30647969785338,20.657642593980807,26.129864083249718
,1,speaker,,true,1,1,20014,10435,Green,5,5,1,1,split,target,152,50,30,1,2,distr1,134,50,8,2,3,distr2,229,50,38,3,1,16.296030395702864,28.08301871713296,31.945216338278303
,1,speaker,,true,1,1,20014,10436,Blue,4,4,1,1,far,target,193,50,37,1,3,distr1,340,50,70,2,2,distr2,22,50,69,3,1,60.87907756847226,62.28453104648038,41.699104123716005
,1,speaker,,true,1,1,20014,10437,Dark Pink,9,9,2,2,split,target,323,50,28,1,1,distr1,284,50,29,2,2,distr2,255,50,85,3,3,9.798455476801339,57.82633317486456,49.210666167311366
,1,speaker,,true,1,1,20014,10438,Dark Orange,11,11,2,2,split,target,11,50,72,1,1,distr1,25,50,41,2,2,distr2,270,50,34,3,3,16.629915999179893,48.397071780570116,39.739835002991256
,1,speaker,,true,1,1,20014,10439,Dark Pink,9,9,2,2,far,target,343,50,54,1,2,distr1,248,50,10,2,3,distr2,192,50,43,3,1,32.438316407234545,57.50040799281918,27.832359263782074
,1,speaker,,true,1,1,20014,10440,Blue,4,4,1,1,close,target,211,50,38,1,2,distr1,160,50,26,2,3,distr2,245,50,16,3,1,19.019337712716766,19.156500540598568,18.091589912824094
,1,speaker,,true,1,1,20014,10441,Gray,4,4,1,1,split,target,12,50,4,1,1,distr1,28,50,16,2,3,distr2,91,50,48,3,2,7.974025674901574,25.75462152413032,23.078201970302192
,1,speaker,,true,1,1,20014,10442,Dark Brown,10,10,2,2,split,target,1,50,14,1,1,distr1,190,50,15,2,3,distr2,144,50,51,3,2,18.036768074527096,48.78632134996714,34.78413948113386
,1,speaker,,true,1,1,20014,10443,Brown,5,5,1,1,split,target,35,50,20,1,3,distr1,299,50,16,2,1,distr2,242,50,80,3,2,18.190497209903103,91.74781489611406,81.25610083968698
,1,speaker,,true,1,1,20002,10444,purple,6,6,1,1,far,target,316,50,30,1,3,distr1,0,50,73,2,2,distr2,193,50,85,3,1,28.85943476423779,90.91455530320455,102.63631450265852
,1,speaker,,true,1,1,20002,10445,purple,6,6,1,1,far,target,286,50,44,1,3,distr1,125,50,56,2,1,distr2,24,50,8,3,2,78.01091717185895,31.02674054615592,53.934583594295766
,1,speaker,,true,1,1,20002,10446,light green,11,11,2,2,far,target,152,50,81,1,1,distr1,203,50,44,2,3,distr2,351,50,16,3,2,53.66153554904599,83.06287857574131,41.72711821466672
,1,speaker,,true,1,1,20002,10447,purple,6,6,1,1,far,target,292,50,42,1,1,distr1,207,50,14,2,3,distr2,12,50,55,3,2,33.94174198586577,37.26496972019522,39.00896249833374
,1,speaker,,true,1,1,20002,10448,grey blue,9,9,2,2,split,target,207,50,20,1,3,distr1,250,50,18,2,2,distr2,89,50,38,3,1,8.739235177456855,30.57527466731597,34.397149869013575
,1,speaker,,true,1,1,20002,10449,grey purple,11,11,2,2,close,target,261,50,20,1,1,distr1,323,50,29,2,2,distr2,6,50,2,3,3,18.886110829046668,13.899409291700694,19.048139288028214
,1,speaker,,true,1,1,20002,10450,grey,4,4,1,1,close,target,144,50,4,1,1,distr1,22,50,12,2,2,distr2,326,50,12,3,3,9.423580148655963,11.029129765963683,7.451819151793448
,1,speaker,,true,1,1,20004,10451,dark red,8,8,2,2,close,target,352,50,39,1,2,distr1,52,50,10,2,3,distr2,12,50,43,3,1,18.668415088761204,11.295131946528633,17.711236803577922
,1,speaker,,true,1,1,20004,10452,blue,4,4,1,1,split,target,233,50,24,1,3,distr1,156,50,25,2,2,distr2,313,50,34,3,1,19.440085709796143,33.223318196964,41.484296166772324
,1,speaker,,true,1,1,20004,10453,olive green,11,11,2,2,close,target,62,50,11,1,2,distr1,169,50,20,2,1,distr2,333,50,7,3,3,19.533422468871947,9.103929027347196,17.81767189528459
,1,speaker,,true,1,1,20004,10454,sea green,9,9,2,2,far,target,159,50,26,1,2,distr1,108,50,54,2,3,distr2,250,50,58,3,1,24.65466683892521,43.46100860996636,65.64249715115736
,1,speaker,,true,1,1,20004,10455,dark green,10,10,2,2,split,target,130,50,48,1,2,distr1,118,50,64,2,1,distr2,358,50,19,3,3,17.337759008517605,50.4452558189793,65.20034907416098
,1,speaker,,true,1,1,20004,10456,gray,4,4,1,1,split,target,151,50,9,1,1,distr1,209,50,21,2,3,distr2,184,50,39,3,2,12.023459191802594,23.463637695604664,15.854838624625016
,1,speaker,,true,1,1,20004,10457,green,5,5,1,1,far,target,101,50,63,1,3,distr1,291,50,75,2,1,distr2,123,50,1,3,2,87.38437554023382,34.564000986011926,52.497958300867005
,1,speaker,,true,1,1,20036,10458,Deep magenta,12,12,2,2,close,target,336,50,51,1,2,distr1,352,50,78,2,1,distr2,332,50,71,3,3,16.52524086333651,14.430932329774668,15.404454575164447
,1,speaker,,true,1,1,20036,10459,Purple,6,6,1,1,far,target,262,50,35,1,2,distr1,187,50,65,2,3,distr2,298,50,86,3,1,53.833085928989426,49.01059664874546,95.08243704103216
,1,speaker,,true,1,1,20036,10460,dark green,10,10,2,2,split,target,91,50,49,1,1,distr1,96,50,52,2,3,distr2,45,50,70,3,2,5.602628502720199,32.98102357459448,37.868176618189004
,1,speaker,,true,1,1,20036,10461,brown,5,5,1,1,close,target,38,50,21,1,1,distr1,103,50,17,2,3,distr2,297,50,9,3,2,15.943364853406653,16.04123645250588,18.600451439414176
,1,speaker,,true,1,1,20036,10462,Olive,5,5,1,1,split,target,51,50,23,1,1,distr1,1,50,28,2,3,distr2,105,50,49,3,2,12.77261393525696,31.6089536942828,39.9386133085884
,1,speaker,,true,1,1,20036,10463,Lighter gray,12,12,2,2,split,target,199,50,7,1,3,distr1,342,50,3,2,2,distr2,195,50,51,3,1,6.205107269878813,35.75204166562654,41.462417527809755
,1,speaker,,true,1,1,20036,10464,Bright green,12,12,2,2,split,target,156,50,83,1,3,distr1,167,50,73,2,1,distr2,154,50,56,3,2,12.53579834901574,30.0341569885172,21.596331514771794
,1,speaker,,true,1,1,20036,10465,Gray,4,4,1,1,split,target,219,50,2,1,1,distr1,325,50,20,2,2,distr2,338,50,57,3,3,14.155506865774102,34.36113188277193,20.824626210558588
,1,speaker,,true,1,1,20036,10466,Olive,5,5,1,1,far,target,93,50,6,1,1,distr1,84,50,89,2,2,distr2,21,50,77,3,3,36.99158565534349,41.744671943242615,30.730249713136946
,1,speaker,,true,1,1,20008,10467,grey,4,4,1,1,close,target,73,50,9,1,1,distr1,58,50,19,2,2,distr2,9,50,21,3,3,9.310803677948122,9.770668062052618,9.470160870354066
,1,speaker,,true,1,1,20008,10468,grey,4,4,1,1,split,target,17,50,4,1,3,distr1,358,50,23,2,1,distr2,227,50,45,3,2,10.98034919886339,41.58225654900486,49.058651289680576
,1,speaker,,true,1,1,20008,10469,light blue,10,10,2,2,close,target,177,50,16,1,3,distr1,202,50,4,2,1,distr2,297,50,9,3,2,8.228413985760515,16.290535951424,8.565110536181889
,1,speaker,,true,1,1,20008,10470,purple,6,6,1,1,close,target,251,50,13,1,2,distr1,253,50,5,2,3,distr2,210,50,21,3,1,6.173956241642847,9.160417941744935,12.516942108274618
,1,speaker,,true,1,1,20008,10471,hot pink,8,8,2,2,split,target,333,50,80,1,3,distr1,323,50,63,2,1,distr2,208,50,41,3,2,9.833091195989574,67.48135309352489,60.38979207506466
,1,speaker,,true,1,1,20008,10472,purple,6,6,1,1,far,target,318,50,41,1,2,distr1,113,50,74,2,3,distr2,88,50,22,3,1,83.53844139947769,38.99161703960903,50.60065540865457
,1,speaker,,true,1,1,20008,10473,red,3,3,1,1,far,target,345,50,85,1,1,distr1,219,50,39,2,2,distr2,104,50,81,3,3,65.69276439235604,85.30823313320663,53.28512442344932
,1,speaker,,true,1,1,20008,10474,tan,3,3,1,1,close,target,36,50,25,1,2,distr1,72,50,31,2,1,distr2,30,50,43,3,3,8.77636494494102,10.165481106108006,12.464260836905716
,1,speaker,,true,1,1,20037,10475,Green,5,5,1,1,far,target,187,50,43,1,2,distr1,242,50,66,2,1,distr2,204,50,77,3,3,45.32791425566737,45.05059085580222,33.56883867228836
,1,speaker,,true,1,1,20037,10476,Purple,6,6,1,1,far,target,267,50,57,1,2,distr1,228,50,90,2,1,distr2,184,50,40,3,3,86.87563383092304,44.34271265780591,71.93446564825328
,1,speaker,,true,1,1,20037,10477,Chocolate,9,9,1,1,split,target,32,50,19,1,3,distr1,340,50,6,2,1,distr2,262,50,70,3,2,10.650497253170684,53.54872146367486,43.86069748508231
,1,speaker,,true,1,1,20037,10478,Dark purple,11,11,2,2,split,target,271,50,42,1,3,distr1,278,50,45,2,1,distr2,236,50,35,3,2,6.179705652448328,26.01265345059459,31.93242783400331
,1,speaker,,true,1,1,20037,10479,mustard,7,7,1,1,far,target,59,50,49,1,3,distr1,320,50,89,2,1,distr2,120,50,69,3,2,73.31416820931963,76.79120664520589,116.93226736352092
,1,speaker,,true,1,1,20037,10480,Maroon,6,6,1,1,far,target,315,50,21,1,1,distr1,159,50,13,2,3,distr2,172,50,66,3,2,23.70931936145216,66.59469679228697,48.79678275215756
